;salary;experience;schedular;description;key_skills;url;prof;skill
65;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->75 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";3–6 лет;Полная занятость, полный день;"Обязанности: • Составление смет на строительно-монтажные работы в базах ( ФЕР, ТЕР, ТСН). Подготовка форм КС-2, КС-3• Работа с РД на предмет выборки и проверки объемов работ и количества материалов• Составление сметной документации для оформления договоров подряда;• Осуществление подготовки расчетов сравнительной стоимости по подрядным организациям при заключении с ними соглашений;• Составление накопительных ведомостей по форме КС-6 по подрядным организациям, участвующим в строительстве, подготовка отчетности;     Требования:  опыт работы от 3-х лет; умение читать проект; умение читать сметы; знание строительных норм и правил/умение составлять сметы; знание программы Smeta.ru  Условия:  Оформление согласно ТК РФ Комфортный офис м. Фили ";['Smeta.ru', 'Составление договоров'];https://hh.ru/vacancy/37735805;energetik;['составление_NOUN', 'договор_NOUN']
66;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">до <!-- -->96 000<!-- --> <!-- -->руб.<!-- --> до вычета налогов</span>";3–6 лет;Полная занятость, полный день;"Обязанности:  Оперативное управление электротехническим персоналом Учет электроэнергии, ХВС, теплоносителя, ремонт обслуживание электропогрузчиков (26 шт.), зарядка АКБ, Техническое обслуживание эл. сетей, освещения и сетей водотеплоснабжения, приточной вентиляции, кондиционирования и пожарных насосных систем и дымоудаления. Очистные ливневые сети и сооружения. Бытовая канализация.  Требования: Наличие высшего образования по специальностям связанными с энергетикой или строительством Удостоверение по: ПТЭТЭ и ТБ; наличие допуска уровня Административно-технического персонала по электоробезопасности не ниже 4-ой гр. до 1000В.  Опыт работы «Ответственный за электрохозяйство» Опыт работы по заключению и сопровождению договоров с подрядными организациями Знание и умение оформлять основные отчетные нормативные документы «Ответственного за электрохозяйство». Знание системы работы МОЭК, электросетевых компаний, Мосводоканала, Мосводосток, Умение быстро оценивать обстановку в производственном процессе. Умение самостоятельно производить сбор необходимой информации, анализировать и принимать решение. Умение планировать рабочий процесс - свой и подчиненных сотрудников. Обязательно, уверенные навыки владения пакетом Microsoft Office Word и Microsoft Office Excel. Желательно знание графических редакторов  Условия: АО «Фирменный Торговый Дом Царицыно» приглашает на работу Главного инженера Мы предлагаем: - Полностью белая заработная плата - Оформление строго по ТК РФ, оплата б/л, отпуска - Служебный транспорт от/до станций м. Печатники, м. Текстильщики, ж/д станции Перерва - Круглосуточная стоянка на территории для сотрудников - Своя столовая на территории предприятия - График работы: 5/2 с 8-30 до 17-00";['Управление персоналом', 'Договорная работа', 'Охрана труда и техника безопасности', 'Закупка товаров и услуг', 'Ремонтные работы', 'Управление персоналом', 'Договорная работа', 'Охрана труда и техника безопасности', 'Закупка товаров и услуг', 'Ремонтные работы'];https://hh.ru/vacancy/37884004;energetik;['управление_NOUN', 'персонал_NOUN', 'договорный_ADJ', 'работа_NOUN', 'охрана_NOUN', 'труд_NOUN', 'и_SCONJ', 'техника_NOUN', 'безопасность_NOUN', 'закупка_NOUN', 'товар_NOUN', 'и_SCONJ', 'услуга_NOUN', 'ремонтный_ADJ', 'работа_NOUN', 'управление_NOUN', 'персонал_NOUN', 'договорный_ADJ', 'работа_NOUN', 'охрана_NOUN', 'труд_NOUN', 'и_SCONJ', 'техника_NOUN', 'безопасность_NOUN', 'закупка_NOUN', 'товар_NOUN', 'и_SCONJ', 'услуга_NOUN', 'ремонтный_ADJ', 'работа_NOUN']
67;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->80 000<!-- --> до <!-- -->120 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";3–6 лет;Полная занятость, полный день;"OPADIRIS - группа компаний, активно развивающихся на рынке более 20 лет. В Холдинг входят более 5 компаний: производственно-торговые, управление недвижимостью, строительство. В связи с развитием холдинга ищем ИНЖЕНЕРА-ЭНЕРГЕТИКА по коммерческим объектам Объекты находятся в Москве (11 объектов) и Московской области (5 объектов - Химки, Мытищи, Солнечногорск), посещение всех объектов не реже 1 в месяц. Обязанности:  Контроль работоспособности всех инженерных систем по всем объектам компании: газоснабжение (обязательно!), электроснабжение, теплоснабжение, водоснабжение и водоотведение, вентиляция и кондиционирование.  Посещение объектов, получение данных приборов учета, передача данных через личные кабинеты энергоснабжающих организаций, распределение по арендаторам, проверка выставленных счетов поставщиками коммунальных услуг и предоставление итоговых данных в бухгалтерию. Ведение журналов посещения объекта. Приёмка и сдача объекта по акту при смене арендатора. Проверка тарифов на коммунальные платежи - правильность выставления тарифов (сверять стоимость в договоре с поставщиком и факт в квитанции) и количество потребления. Проверка использования объектов по назначению и прием претензий от арендаторов при их наличии. Передача документов на объекты представителям арендаторов. Фотофиксация состояния объекта и инженерных коммуникаций. Ведение датированного фотоархива. Составление актов осмотра инженерных систем и снятия показаний счетчиков в присутствии и под роспись представителя арендатора. Составление предписаний на устранение нарушений Контроль работы инженерных служб, эксплуатирующих крупные объекты собственника, контроль работы персонала, контроль соблюдения графиков ППР, исполнения бюджета, ведения журналов и пр. Составление бюджета расходов по всем объектам, и его реализации. Оптимизация расходов собственника на содержание и эксплуатацию объектов. Оптимизация коммунальных и эксплуатационных расходов арендаторов (работа с управляющими компаниями, снижение стоимости возмещаемых коммунальных услуг) Организация работ по подведению коммуникаций, увеличению мощностей, проверка состояния и износа, модернизация оборудования по всем коммуникациям по всем объектам. Получение ТУ, согласование проектов, заключение договоров и пр. Ведение списка контактов всех арендаторов, своевременное изменение информации. Ведение архива по всему общению с арендаторами по инженерным вопросам. Согласование всех ремонтов/реконструкций/проектов/заявок в энергоснабжающих организациях, управляющих компаниях, государственных и надзорных органах. Участие в проверках надзорных органов по тех.состоянию инженерных коммуникаций Контроль наличия договоров с поставщиками услуг, управляющими компаниями, обслуживающими и подрядными организациями. Ведение архива по всем объектам: договора на коммуникации, договора подряда и поставки оборудования, проекты, акты и пр. Контроль всех договоров по срокам, условиям, ответственности по техническому обслуживанию, обеспечению энергоресурсами и пр. Проверка смет, объемов и стоимости СРМ, контроль всех работ подрядчиков, сбор исполнительной документации. Контроль гарантийных обязательств поставщиков и подрядчиков Ведение архива всей проектной и технической документации по всем объектам на электронных и бумажных носителях. Внесение изменений (самостоятельно) в проектную документацию при наличии изменений. Проверка соответствия документов фактическому состоянию.  Требования:  Опыт работы инженером-энергетиком - не менее 5 лет; Высшее профильное образование – обязательно; Опыт работы с арендаторами – желателен; Опыт взаимодействия с контролирующими органами, управляющими компаниями – обязателен; Успешный опыт работы по получению ТУ и разрешительных документов – обязательно; Наличие допуска по электробезопасности 5 гр. - обязательно; Навыки составления технической документации по эксплуатации объекта; Уверенный пользователь ПК, знание и опыт работы в программе AutoCad - обязательно; Исполнительность, ответственность, высокий уровень самоорганизации;  Условия:  Разъездной характер работы; Место работы - м.Водный стадион; Стабильная компания, своевременная заработная плата; График работы - 5/2, с 9.00 до 18.00, обязательно - возможность выехать на объект в случае аварии; Оформление по ТК. ";['Заключение договоров', 'Проектная документация', 'Составление договоров', 'Техническая эксплуатация', 'AutoCAD', 'Инженерные системы', 'Исходно-разрешительная документация', 'Техническое обслуживание', 'Взаимодействие с разрешительными органами', 'Энергетика', 'Эксплуатация', 'Договоры подряда', 'Разработка проектной документации', 'Взаимодействие с контрольными органами', 'Технический надзор', 'Ввод в эксплуатацию', 'Контроль исправности оборудования', 'Системы газоснабжения', 'Системы теплоснабжения'];https://hh.ru/vacancy/37584020;energetik;['заключение_NOUN', 'договор_NOUN', 'проектный_ADJ', 'документация_NOUN', 'составление_NOUN', 'договор_NOUN', 'технический_ADJ', 'эксплуатация_NOUN', 'инженерный_ADJ', 'система_NOUN', 'исходный_ADJ', 'разрешительный_ADJ', 'документация_NOUN', 'технический_ADJ', 'обслуживание_NOUN', 'взаимодействие_NOUN', 'с_ADP', 'разрешительный_ADJ', 'орган_NOUN', 'энергетика_NOUN', 'эксплуатация_NOUN', 'договор_NOUN', 'подряд_NOUN', 'разработка_NOUN', 'проектный_ADJ', 'документация_NOUN', 'взаимодействие_NOUN', 'с_ADP', 'контрольный_ADJ', 'орган_NOUN', 'технический_ADJ', 'надзор_NOUN', 'ввод_NOUN', 'в_ADP', 'эксплуатация_NOUN', 'контроль_NOUN', 'исправность_NOUN', 'оборудование_NOUN', 'система_NOUN', 'газоснабжение_NOUN', 'система_NOUN', 'теплоснабжение_NOUN']
68;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->50 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, полный день;"Обязанности:  выполнение поручений Главного инженера; ведение реестров, ведение документооборота; систематизация электронного документооборота; ведение деловой переписки с государственными структурами и экспертными организациями по вопросам, связанным с работой предприятия; обеспечение полноценного и своевременного обмена информацией;Требования:   высшее образование желательно наличие допуска по электробезопасности 3, 4 группы в качестве административно технического персонала. опыт работы от 1 года; опыт с документации; умение работать с нормативной документацией; умение работы в программах: MS Office, внимательность, аккуратность, ответственность и способность оперативно выполнять поставленные задачиУсловия: график работы 5/2 полная занятость бесплатное горячее питание оформление согласно ТК ФР стабильная з/п. Выплачивается два раза в месяц согласно ТК РФ. оплата больничных согласно ТК РФ оплачиваемый отпуск согласно ТК РФ ";['Деловая переписка', 'Электронный документооборот', 'Делопроизводство', 'Пользователь ПК', 'Документооборот', 'Офисная техника', '3 группа по электробезопасности', '4 группа по электробезопасности'];https://hh.ru/vacancy/37936483;energetik;['деловой_ADJ', 'переписка_NOUN', 'электронный_ADJ', 'документооборот_NOUN', 'делопроизводство_NOUN', 'пользователь_NOUN', 'пк_NOUN', 'документооборот_NOUN', 'офисный_ADJ', 'техника_NOUN', 'группа_NOUN', 'по_ADP', 'электробезопасность_NOUN', 'группа_NOUN', 'по_ADP', 'электробезопасность_NOUN']
69;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">з/п не указана</span>";3–6 лет;Полная занятость, полный день;"Компания Бауцентр примет на работу инженера-энергетика в новый гипермаркет строительных материалов в г. Пушкино. Мы работаем в ретейле DIY 25 лет, наши магазины находятся в Калининграде, Краснодаре, Омске, Новороссийске. У нас работают более 3500 сотрудников. Узнать о нашей компании вы можете в соц медиа VK, Facebook группа: Бауцентр в Пушкино Основные обязанности:- обеспечивать бесперебойную работу энергоустановок гипермаркета;- определять потребность ресурсов, готовить планы и обоснования модернизации оборудования;- участвовать в испытаниях и приемке энергоустановок в эксплуатацию;- осуществлять надзор за КИП, ЭТП, ТТП;- осуществлять контроль за соблюдением инструкций по эксплуатации, ТО и Н за энергооборудованием и электрическими сетями;- осуществлять контроль за выполнением кап. и других ремонтов энергооборудования;- обеспечивать соблюдение правил и норм охраны труда при эксплуатации и ремонте энергоустановок и сетей Требования:- высшее образование (энергетика);- гр. по электробезопасности до и выше 1000 В – 5;- допуск РТН по Эксплуатации газоиспользующего оборудования;- допуск РТН по Эксплуатации тепловых энергоустановок;- опыт работы от 5 лет в качестве административно технического сотрудника;- опыт коммуникации с надзорными организациями (РТН) М и МО;- опыт коммуникации с энергоснабжающими организациями (ЭЭ, Газ, Вода) М и МО Условия:- работа в новом гипермаркете в г.Пушкино (МО); - командировка на стажировку в Калининград (ЦО) сроком на 1 месяц;- оформление в соответствии с ТК РФ;- официальная заработная плата,- график работы с 9.00 до 18.00 с понедельника по пятницу;- компенсация питания;- предоставление скидок на товар;- ДМС При направлении резюме просьба указывать уровень оплаты труда.";[];https://hh.ru/vacancy/37911488;energetik;[]
70;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->45 000<!-- --> до <!-- -->90 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, сменный график;"Обязанности:   Консультирование клиентов по лекарственным препаратам; Реализация лекарственных средств и сопутствующих товаров (работа с кассовым аппаратом, бронь); Обеспечение и соблюдение фармацевтического порядка и санитарно-гигиенического режима на рабочем месте; Проведение контроля качества лекарственных средств на стадиях хранения и реализации.  Требования:   Образование профильное фармацевтическое (высшее, среднее специальное); Наличие действующего сертификата специалиста; Рассматриваем кандидатов с опытом работы в аптеке; Знание кассовой дисциплины, опыт работы на кассовом аппарате; Готовность к большим нагрузкам.  Условия:   Работа в стабильной компании; Оформление в соответствии с трудовым законодательством РФ; Комфортные условия работы и удобный график 2/2; Есть возможность подработок; Все аптеки расположены в шаговой доступности от станций метро. Подбираем ближе к месту жительства; Нет товара дня, акций, тайных покупателей, СТМ, планов; Предоставляем корпоративное жилье иногородним сотрудникам; Стабильная и достойная оплата труда ( белая з/п от 45000 до 90000 руб. за 15 смен «чистыми» на карту Сбербанка РФ); Возможность карьерного роста.  На данный момент наши аптеки открыты по следующим адресам:  м. Шаболовская м. Коломенская м. Академическая м. Варшавская м. Бунинская аллея м. Проспект Вернадского м. Марьино м. Сокол м. Первомайская м. Новые Черемушки м. Новогиреево м. Кузьминки м. Бабушкинская м. Щукинская м. Сходненская м. Беляево м. Семеновская м. Медведково м. Чертановская м. Коньково м. Алтуфьево м. Преображенская площадь м. Октябрьское поле м. Молодежная м. Строгино м. Царицыно м. Пражская м. Люблино м. Кожуховская м. Щелковская м. Новокосино м. Жулебино м. Бибирево м. Раменки м. Бульвар Дмитрия Донского м. Савеловская м. Планерная м. Кантемировская м. Отрадное м. Тушинская м. Славянский бульвар м. Речной вокзал м. Домодедовская м. Алексеевская м. Ясенево м. Крылатское м. Полежаевская м. Войковская м. Фили м. ВДНХ м. Тимирязевская м. Юго-Западное м. Рязанский проспект м. Печатники м. Международная м. Бауманская м. Братиславская м. Марьина Роща Ул. Академика Янгеля м. Красногвардейская м. Новослободская м. Смоленская м. Автозаводская м. Водный стадион м. Перово м. Свиблово м. Чеховская МО, г. Троицк МО, г. Щербинка МО, г. Королев МО, г. Серпухов МО, г. Протвино МО, г. Щелково МО, г. Балашиха МО, г. Красногорск МО, г. Коломна г. Химки г. Ногинск г. Орехово-Зуево г. Клин г. Электросталь (скоро открытие) г. Раменское (скоро открытие). ";[];https://hh.ru/vacancy/36443845;farmatsevt-provizor;[]
71;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->70 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, сменный график;"Наша компания открывает точки здоровья в Москве и мы находимся в поисках первостольников в свою команду! В обязанности будут входить:   Консультация и отпуск товара.   Соблюдение фарм. порядка.   Поддержание чистоты на вверенных полках.   Мы ищем специалистов, готовых расти и развиваться вместе с нами, профессионалов, которые не боятся трудностей и открыты для новых свершений. Сотрудник первого стола для нас - это человек, у которого душа требует помогать людям, тот, кто обладает глубокими знаниями фармакологии, понимает, что покупатели в аптеку в первую очередь идут за профессиональной помощью. Что мы ждем от кандидата:  Фармацевтическое или провизорское образование; Наличие сертификата специалиста; Коммуникабельность, грамотная речь; Активность, ответственность.  Что от нас?  Работаем полностью в белую: 28 дней отпуска, официальная зарплата со всеми выплатами. График работы - 2/2 с 9:00. Коллеги-наставники обучат внутренним программам и поделятся профессиональным опытом. Постоянное обучение: коллеги из отдела развития организуют внешнее обучение и обеспечивают внутреннее (тренинги, вебинары, учебные материалы). Активную корпоративную жизнь: спортивные мероприятия, тимбилдинги, праздники и участие в благотворительных акциях.  Вакансии открыты в аптеках по следующим адресам:  Шипиловская 50к1, Лебедянская 14к1, Михневская 4, Ясногорская 2, Керамический проезд 51к2. ";['Грамотная речь', 'Работа в команде', 'Консультирование', 'Грамотность', 'Самостоятельность', 'Грамотная речь', 'Работа в команде', 'Консультирование', 'Грамотность', 'Самостоятельность'];https://hh.ru/vacancy/37801841;farmatsevt-provizor;['грамотный_ADJ', 'речь_NOUN', 'работа_NOUN', 'в_ADP', 'команда_NOUN', 'консультирование_NOUN', 'грамотность_NOUN', 'самостоятельность_NOUN', 'грамотный_ADJ', 'речь_NOUN', 'работа_NOUN', 'в_ADP', 'команда_NOUN', 'консультирование_NOUN', 'грамотность_NOUN', 'самостоятельность_NOUN']
72;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->50 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, полный день;В частную аптеку при Госпитале Ветеранов Войн требуется работающий за первым столом Заведующий аптеки. Фармацевтическое образование, опыт работы в аптеке, опыт работу по поиску и заказу препаратов. Значение аптечных программ. Знание аптечного ассортимента, умение подобрать замену препарата, проконсультировать клиента. Режим работы аптеки с 08.00 до 19.00.  ;['Знание аптечного ассортимента, консультирование клиентов аптеки', 'Пользователь ПК'];https://hh.ru/vacancy/37826851;farmatsevt-provizor;['знание_NOUN', 'аптечный_ADJ', 'ассортимент_NOUN', 'консультирование_NOUN', 'клиент_NOUN', 'аптека_NOUN', 'пользователь_NOUN', 'пк_NOUN']
73;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->50 000<!-- --> до <!-- -->70 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";3–6 лет;Полная занятость, полный день;"Обязанности:   Проводить контроль качества лекарственных средств на стадиях хранения и реализации; Осуществлять отпуск готовых лекарственных средств и изделий медицинского назначения; Проводить мероприятия по организации лекарственного обеспечения населения; Участвовать в приемке товара, его распределении по местам хранения; Обеспечивать условия хранения лекарственных средств и изделий медицинского назначения.   Требования:  Стаж работы фармацевта не менее 3 лет  Условия:  График работы аптеки с 7 до 21, провизору возможна работа по совместительству Заработная плата фармацевт 3000 р/д Месторасположения аптеки мкр. Некрасовка, Люберецкий район ";['Организаторские навыки', 'Приемка груза', 'Контроль качества', 'Активные продажи', 'Контроль сроков годности', 'Пользователь ПК'];https://hh.ru/vacancy/37573694;farmatsevt-provizor;['организаторский_ADJ', 'навык_NOUN', 'приемка_NOUN', 'груз_NOUN', 'контроль_NOUN', 'качество_NOUN', 'активный_ADJ', 'продажа_NOUN', 'контроль_NOUN', 'срок_NOUN', 'годность_NOUN', 'пользователь_NOUN', 'пк_NOUN']
74;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->60 000<!-- --> <!-- -->руб.<!-- --> до вычета налогов</span>";1–3 года;Полная занятость, Вахтовый метод;"Обязанности:  Предоставление профессиональной консультации клиентам; Продажа лекарственных препаратов, изделий медицинского назначения,косметики,парафармации; Соблюдение стандартов обслуживания, фарм. порядка; Предоставление информации клиентам о скидках, акциях и новинках.  Требования:  Среднее специальное/высшее фармацевтическое образование; Стаж работы от 1года; Уверенный пользователь ПК; Знание ассортимента лекарственных препаратов, парафармации; Коммуникабельность, ответственность, целеустремлённость, трудолюбие, желание работать и зарабатывать.  Условия:  Официальное оформление по ТК РФ; З/п= оклад+акции+заказы+мотивация График: 2/2; 5/2; вахта 15/15; Иногородним предоставляется жилье на территории работодателя. Возможность подработок только для штатных сотрудников.       ";['Навыки продаж', 'Пользователь ПК', 'Консультативные продажи', 'Навыки продаж', 'Пользователь ПК', 'Консультативные продажи'];https://hh.ru/vacancy/36678405;farmatsevt-provizor;['навык_NOUN', 'продажа_NOUN', 'пользователь_NOUN', 'пк_NOUN', 'консультативный_ADJ', 'продажа_NOUN', 'навык_NOUN', 'продажа_NOUN', 'пользователь_NOUN', 'пк_NOUN', 'консультативный_ADJ', 'продажа_NOUN']
75;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->55 000<!-- --> до <!-- -->75 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, сменный график;"Обязанности:  реализация лекарственных средств, работа за первым столом прием товара, распределение по местам хранения контроль за соблюдением и условий хранения лекарственных средств, правил выкладки товара на полках, сроков годности    Требования:  высшее или среднее специальное образование (фармацевтическое), наличие сертификата рассматриваем кандидатов с опытом работы, окончивших или обучающихся по специальности ""Фармация"", а также мед.работников с опытом работы в аптеках ПК-пользователь личные качества: самоорганизованность, аккуратность коммуникабельность, умение работать с большим объемом информации, ответственность, порядочность    Условия:  график работы - сутки/2,сутки/3,в том числе рассматривается ставка ночного дежуранта оформление в соответствии с ТК РФ Без маркетинговых акций, товаров дня и ""тайных покупателей"" заработная плата от 55000, возможность дополнительных подработок оплата больничных, отпусков, продление медицинской книжки и сертификата аптеки территориально расположены в районе ст.м. Преображенская площадь, м. Дмитровская, м. Савеловская, м. , м. Шипиловская, , м.Петровско-Разумовская, м,Новокосино, м.Савеловская, м. Тушинская, м. Митино     ";[];https://hh.ru/vacancy/37842995;farmatsevt-provizor;[]
76;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">з/п не указана</span>";не требуется;Полная занятость, полный день;Обеспечение населения лекарственным препаратам. Профессиональная консультация по изделиям медицинского назначения. Соблюдение фармацевтического порядка и правил торговли. Соблюдение стандартов обслуживания покупателей...Высшее или среднее профессиональное образование по специальности «Фармация». Наличие сертификата/аккредитация по специальности «Фармация» или «Фармацевтическая технология». Наличие действующей медицинской...;[];https://hh.ru/vacancy/37878472;farmatsevt-provizor;[]
77;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->50 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, сменный график;Обязанности:  отпуск и консультация населения по продукции аптеки соблюдение фарпорядка рабочего места ведение кассового журнала  Требования:  опыт работы от 2 лет фармацевтическое высшее и средне-специальное ОБЯЗАТЕЛЬНО (кандидатов без профессионального образования просьба не беспокоить) наличие действующего сертификата и медицинской книжки обязательно хорошее знание номенклатуры лекарственных средств, парафармации и изделий медицинского назначения аккуратность, пунктуальность, ответственность умение работать с высоким потоком  Условия:  аптека закрытого типа м. Домодедовская 15 мин(МО Совхоз им Ленина) график работы: основная смена 2\2 с 9.00 до 21.00 график работы: средняя смена с 13.00 -22.00 оформление по ТК РФ ;['Контроль сроков годности', 'MS Paint', 'Деловая переписка', 'MS Publisher', 'Контроль сроков годности', 'MS Paint', 'Деловая переписка', 'MS Publisher'];https://hh.ru/vacancy/37754181;farmatsevt-provizor;['контроль_NOUN', 'срок_NOUN', 'годность_NOUN', 'деловой_ADJ', 'переписка_NOUN', 'контроль_NOUN', 'срок_NOUN', 'годность_NOUN', 'деловой_ADJ', 'переписка_NOUN']
78;"<span class=""bloko-header-2 bloko-header-2_lite"" data-qa=""bloko-header-2"">от <!-- -->50 000<!-- --> <!-- -->руб.<!-- --> на руки</span>";1–3 года;Полная занятость, сменный график;"  Вакансии г. Москва: - метро Нагатинская; - метро Щелковская; - метро Молодежная; - метро Ясенево; - метро Бульвар Рокоссовского; - метро Волгоградский проспект; - метро Селигерская. Должностные обязанности - Консультирование покупателей по лекарственным препаратам, лечебной косметике, парафармации;- Продажа лекарственных средств и сопутствующих товаров;- Соблюдение стандартов обслуживания покупателей;- Предоставление покупателям информации об акциях и новинках;- Приемка, маркировка товара;- Соблюдение фармацевтического порядка;- Выполнение планов по продажам;- Ведение кассовой документации и соблюдение кассовой дисциплины. Требования:-Наличие фармацевтического образования и действующего сертификата (фармацевта/провизора);-Опыт работы от 0,5 года;-Высокое знание ассортимента лекарственных препаратов, парафармации;-Наличие медицинской книжки;-Уверенный пользователь ПК;-Коммуникабельность, ответственность, целеустремленность, трудолюбие, желание работать и зарабатывать. Условия: Мы предлагаем: -работу в стабильной аптечной сети; -конкурентную официальную заработную плату; - оформление в соответствии с ТК РФ (оплата больничных, отпусков); - удобный график работы (2/2, 1/3); - возможность подработок; - комфортные условия труда; - корпоративную форму; - продление медицинских книжек за счет Компании; - вознаграждение за выслугу лет; - корпоративное обучение (тренинги).";['Навыки продаж', 'Пользователь ПК', 'Планирование продаж', 'Консультативные продажи', 'Навыки продаж', 'Пользователь ПК', 'Планирование продаж', 'Консультативные продажи'];https://hh.ru/vacancy/37684114;farmatsevt-provizor;['навык_NOUN', 'продажа_NOUN', 'пользователь_NOUN', 'пк_NOUN', 'планирование_NOUN', 'продажа_NOUN', 'консультативный_ADJ', 'продажа_NOUN', 'навык_NOUN', 'продажа_NOUN', 'пользователь_NOUN', 'пк_NOUN', 'планирование_NOUN', 'продажа_NOUN', 'консультативный_ADJ', 'продажа_NOUN']
